id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
55288506,58799234,3800.0,3800.0,3800.0, 36 months,21.99,145.11,F,F1,Lead Teller,2 years,RENT,30680.0,Source Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55288506,,debt_consolidation,Debt consolidation,327xx,FL,18.23,0.0,Jan-2012,0.0,,,4.0,0.0,3290.0,102.8,4.0,w,3325.89,3325.89,861.38,861.38,474.11,387.27,0.0,0.0,0.0,Jan-2016,145.11,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,59.0,58074.0,,,,,,,,,,,,3200.0,,,
12387761,14399873,5000.0,5000.0,5000.0, 36 months,14.64,172.45,C,C3,,,MORTGAGE,45000.0,Verified,Mar-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12387761,  Borrower added on 03/01/14 > I need some additional funds to treat a medical condition that i have recently developed that my insurance will not cover.<br>,medical,Medical expenses,921xx,CA,18.66,0.0,Apr-1975,2.0,,,15.0,0.0,20080.0,28.6,28.0,f,0.0,0.0,5630.68,5630.68,5000.0,630.68,0.0,0.0,0.0,Mar-2015,2623.53,,Mar-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,305229.0,,,,,,,,,,,,70200.0,,,
34954621,37667946,21000.0,21000.0,21000.0, 60 months,12.39,471.29,C,C1,Sonographer,10+ years,MORTGAGE,185000.0,Source Verified,Nov-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34954621,,debt_consolidation,Debt consolidation,851xx,AZ,19.15,0.0,Apr-1997,0.0,41.0,41.0,11.0,1.0,6731.0,79.2,35.0,w,17479.06,17479.06,6097.86,6097.86,3520.94,2576.92,0.0,0.0,0.0,Jan-2016,471.29,Feb-2016,Jan-2016,0.0,41.0,1.0,INDIVIDUAL,,,,0.0,0.0,521670.0,,,,,,,,,,,,8500.0,,,
39739739,42563478,11000.0,11000.0,11000.0, 36 months,7.49,342.12,A,A4,City Carrier,10+ years,RENT,57000.0,Source Verified,Jan-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39739739,,debt_consolidation,Debt consolidation,070xx,NJ,27.47,0.0,Jul-2000,1.0,39.0,,12.0,0.0,3645.0,20.7,31.0,w,0.0,0.0,11684.29,11684.29,11000.0,684.29,0.0,0.0,0.0,Dec-2015,8274.53,,Jan-2016,0.0,39.0,1.0,INDIVIDUAL,,,,0.0,0.0,27413.0,,,,,,,,,,,,17600.0,,,
40512805,43377627,8400.0,8400.0,8400.0, 36 months,11.99,278.97,B,B5,Physician,2 years,RENT,58000.0,Not Verified,Feb-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40512805,,debt_consolidation,Debt consolidation,118xx,NY,11.48,0.0,Nov-2005,0.0,34.0,,14.0,0.0,14601.0,60.6,26.0,w,6144.1,6144.1,3057.48,3057.48,2255.9,801.58,0.0,0.0,0.0,Jan-2016,278.97,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,217869.0,,,,,,,,,,,,24100.0,,,
27661499,30164648,19750.0,19750.0,19750.0, 60 months,18.24,504.11,D,D5,DATA,10+ years,MORTGAGE,50000.0,Verified,Sep-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=27661499,,debt_consolidation,Debt consolidation,481xx,MI,27.87,0.0,Feb-2002,1.0,27.0,,27.0,0.0,15778.0,43.3,43.0,f,16087.77,16087.77,8065.76,8065.76,3662.23,4403.53,0.0,0.0,0.0,Jan-2016,504.11,Feb-2016,Jan-2016,0.0,76.0,1.0,INDIVIDUAL,,,,0.0,949.0,158259.0,,,,,,,,,,,,36450.0,,,
4281079,5463731,12250.0,12250.0,12250.0, 36 months,12.12,407.58,B,B3,US Army,3 years,RENT,48000.0,Source Verified,May-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4281079,,home_improvement,Home improvement,665xx,KS,26.27,1.0,Mar-2006,1.0,12.0,,9.0,0.0,7547.0,48.4,19.0,w,1589.88,1589.88,13042.56,13042.56,10660.12,2382.44,0.0,0.0,0.0,Jan-2016,407.58,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,26960.0,,,,,,,,,,,,15600.0,,,
50625701,54005437,19000.0,19000.0,19000.0, 36 months,16.99,677.31,D,D3,ups driver,9 years,RENT,70000.0,Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50625701,,debt_consolidation,Debt consolidation,926xx,CA,4.82,0.0,Jul-2000,0.0,,,6.0,0.0,10274.0,72.9,10.0,f,16017.58,16017.58,4723.24,4723.24,2982.42,1740.82,0.0,0.0,0.0,Dec-2015,677.31,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,10274.0,,,,,,,,,,,,14100.0,,,
41132393,44008271,25000.0,25000.0,25000.0, 60 months,25.8,745.56,G,G1,Technician,10+ years,MORTGAGE,88000.0,Verified,Feb-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41132393,,debt_consolidation,Debt consolidation,027xx,MA,19.15,1.0,Jan-1997,1.0,17.0,,9.0,0.0,9559.0,81.0,20.0,w,22706.12,22706.12,7419.77,7419.77,2293.88,5125.89,0.0,0.0,0.0,Dec-2015,745.56,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,328248.0,,,,,,,,,,,,11800.0,,,
603770,774705,15000.0,15000.0,14812.1139649, 36 months,14.83,518.74,D,D3,Cephalon,< 1 year,RENT,61000.0,Not Verified,Oct-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=603770,"  Borrower added on 10/24/10 > You may be wondering what fresh start means....well for me it means exactly what it says a fresh start! I was recently married and carried with me baggage of debt into this new chapter of my life. I was laid off from my last pharmaceutical job in August of 2009 and spent 9 months looking for work. I remained in the restaurant industry during that time but it only allowed me to make ends meet...not get a grip on paying off my debt. <br/>I was recently hired in May of this year with Cephalon, a new pharmaceutical company. It has allowed me to get back on my feet again...but paying for my wedding as well as all my other bills again made it difficult to pay of my debt with my Wells Fargo card where the interest is horrible. I make my payments on time with all my cards and try to pay more than the minimum amount but it is not making any kind of  dent due to the fees. <br/>I would love to buy a house and make a family in about three years....right around where my debt would be payed off. <br/>A fresh start is just what I need....a new chapter by being debt free!<br/>",debt_consolidation,Fresh Start Loan,941xx,CA,11.92,0.0,Jan-1999,0.0,29.0,,7.0,0.0,18017.0,86.6,12.0,f,0.0,0.0,18667.85,18380.85,15000.0,3667.85,0.0,0.0,0.0,Nov-2013,546.78,,Nov-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
56117959,59779690,35000.0,35000.0,34925.0, 36 months,17.86,1262.88,D,D5,Speech Therapist,7 years,RENT,120000.0,Source Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56117959,,credit_card,Credit card refinancing,115xx,NY,22.14,0.0,Sep-2007,1.0,,,20.0,0.0,51098.0,90.6,25.0,f,31178.1,31111.29,6279.67,6266.21,3821.9,2457.77,0.0,0.0,0.0,Jan-2016,1262.88,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,62173.0,,,,,,,,,,,,56400.0,,,
38476276,41270102,13700.0,13700.0,13700.0, 36 months,11.99,454.98,B,B5,Digital Marketing Specialist,< 1 year,MORTGAGE,55000.0,Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38476276,,debt_consolidation,Debt consolidation,606xx,IL,16.56,0.0,Oct-2005,2.0,,,15.0,0.0,14970.0,65.7,23.0,f,10020.81,10020.81,4995.65,4995.65,3679.19,1316.46,0.0,0.0,0.0,Dec-2015,454.98,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,240541.0,,,,,,,,,,,,22800.0,,,
66612533,71338316,15000.0,15000.0,15000.0, 36 months,9.76,482.32,B,B3,,,OWN,44000.0,Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66612533,,debt_consolidation,Debt consolidation,145xx,NY,27.99,1.0,Jul-1999,0.0,23.0,,11.0,0.0,6584.0,59.9,35.0,f,14639.68,14639.68,474.19,474.19,360.32,113.87,0.0,0.0,0.0,Jan-2016,482.32,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,17294.0,,,,,,,,,,,,11000.0,,,
31307487,33880716,28000.0,28000.0,28000.0, 36 months,7.69,873.42,A,A4,Accountant,10+ years,MORTGAGE,115000.0,Source Verified,Oct-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31307487,,debt_consolidation,Debt consolidation,276xx,NC,20.78,0.0,Aug-1988,0.0,29.0,,9.0,0.0,23488.0,91.0,23.0,f,17110.01,17110.01,13077.38,13077.38,10889.99,2187.39,0.0,0.0,0.0,Jan-2016,873.42,Feb-2016,Jan-2016,0.0,44.0,1.0,INDIVIDUAL,,,,0.0,0.0,66012.0,,,,,,,,,,,,25800.0,,,
12445078,14457229,8050.0,8050.0,8050.0, 36 months,18.25,292.04,D,D3,Monitoring Specialist,3 years,MORTGAGE,35000.0,Not Verified,Feb-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12445078,  Borrower added on 02/24/14 > I currently have some bills that I need to consolidate to have only one payment.<br><br> Borrower added on 02/24/14 > To consolidate current debts so that I will have only one payment.<br>,debt_consolidation,Debt consolidation,782xx,TX,34.4,0.0,Jul-1998,3.0,25.0,107.0,20.0,1.0,7774.0,39.5,45.0,f,0.0,0.0,10068.69,10068.69,8050.0,2018.69,0.0,0.0,0.0,Dec-2015,4227.89,,Dec-2015,2.0,,1.0,INDIVIDUAL,,,,0.0,971.0,153909.0,,,,,,,,,,,,19700.0,,,
42263977,45230715,20000.0,20000.0,20000.0, 36 months,13.99,683.46,C,C4,Data Analyst,9 years,OWN,51000.0,Source Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42263977,,debt_consolidation,Debt consolidation,752xx,TX,31.44,0.0,Nov-1999,0.0,74.0,,13.0,0.0,19622.0,60.2,18.0,f,15253.34,15253.34,6819.06,6819.06,4746.66,2072.4,0.0,0.0,0.0,Jan-2016,683.46,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,98270.0,,,,,,,,,,,,32600.0,,,
12485645,14497783,18000.0,18000.0,18000.0, 36 months,7.9,563.23,A,A4,,,MORTGAGE,70000.0,Verified,Feb-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12485645,  Borrower added on 02/27/14 > I am requesting this loan to consolidate my debts. My plan is to become debt free so that I can invest and help others become debt free. I pay my monthly payments on time. I have been employed with a very stable company for over 14 years. This loan will allow me to achieve my debt  free goal sooner.<br>,debt_consolidation,Debt consolidation,785xx,TX,8.93,0.0,Jan-1994,0.0,32.0,,12.0,0.0,19094.0,60.2,28.0,f,7508.98,7508.98,12391.06,12391.06,10491.02,1900.04,0.0,0.0,0.0,Jan-2016,563.23,Jan-2016,Jan-2016,0.0,32.0,1.0,INDIVIDUAL,,,,0.0,0.0,105034.0,,,,,,,,,,,,31700.0,,,
6375666,7907775,23850.0,23850.0,23850.0, 60 months,15.22,570.15,C,C3,Ogilvy,4 years,MORTGAGE,60000.0,Verified,Aug-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6375666,,small_business,Business,605xx,IL,22.13,0.0,May-1989,0.0,,,14.0,0.0,11686.0,18.5,33.0,f,0.0,0.0,12587.15,12587.15,6735.98,5851.17,0.0,0.0,0.0,Jun-2015,570.15,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,299.0,35425.0,,,,,,,,,,,,63182.0,,,
39719767,42543507,7000.0,7000.0,7000.0, 36 months,17.14,250.06,D,D4,Round chef,1 year,RENT,45000.0,Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39719767,,moving,Moving and relocation,070xx,NJ,19.65,0.0,Mar-2007,2.0,78.0,36.0,8.0,2.0,3554.0,65.8,16.0,w,5226.06,5226.06,2737.33,2737.33,1773.94,963.39,0.0,0.0,0.0,Dec-2015,250.06,Feb-2016,Jan-2016,0.0,78.0,1.0,INDIVIDUAL,,,,0.0,0.0,31905.0,,,,,,,,,,,,5400.0,,,
50597054,53976832,5000.0,5000.0,5000.0, 36 months,13.99,170.87,C,C4,Manager,3 years,RENT,36000.0,Source Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50597054,,debt_consolidation,Debt consolidation,906xx,CA,15.43,1.0,Sep-2003,0.0,13.0,72.0,3.0,2.0,1351.0,33.0,4.0,f,4304.53,4304.53,1021.33,1021.33,695.47,325.86,0.0,0.0,0.0,Dec-2015,170.87,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,1397.0,18662.0,,,,,,,,,,,,4100.0,,,
23874608,26247353,25000.0,25000.0,25000.0, 36 months,15.61,874.12,D,D1,senior parole officer,10+ years,MORTGAGE,102000.0,Source Verified,Aug-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23874608,,debt_consolidation,Debt consolidation,070xx,NJ,9.29,0.0,Aug-1997,3.0,,67.0,12.0,1.0,2889.0,50.7,17.0,w,15306.28,15306.28,13985.92,13985.92,9693.72,4292.2,0.0,0.0,0.0,Dec-2015,874.12,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,89527.0,,,,,,,,,,,,5700.0,,,
5770394,7202415,7750.0,7750.0,7750.0, 36 months,17.77,279.29,D,D1,"Shapiro, Fishman & Gache",1 year,RENT,36628.8,Verified,Jul-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5770394,  Borrower added on 06/18/13 > I am applying to this loan in order to consolidate my credit cards debt and make one monthly payment for 36 months with a fixed interest and in consecuence payoff my debt faster. I am very responsible and I like to pay on time. The monthly payment of $279 is in my budget and I work for a stable firm<br>,debt_consolidation,Debt Consolidation,331xx,FL,28.01,2.0,Sep-2004,2.0,10.0,,8.0,0.0,8635.0,75.7,25.0,f,0.0,0.0,9865.01868226,9865.02,7750.0,2115.02,0.0,0.0,0.0,Sep-2015,2883.19,,Jan-2016,0.0,10.0,1.0,INDIVIDUAL,,,,0.0,0.0,34686.0,,,,,,,,,,,,11400.0,,,
10076714,11928775,7925.0,7925.0,7925.0, 36 months,21.48,300.54,E,E2,,,OWN,26500.0,Verified,Dec-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10076714,,debt_consolidation,Eagles Soar,351xx,AL,26.86,0.0,Jan-2006,1.0,,,10.0,0.0,9826.0,62.2,12.0,w,3219.35,3219.35,7212.96,7212.96,4705.65,2507.31,0.0,0.0,0.0,Jan-2016,300.54,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,28719.0,,,,,,,,,,,,15800.0,,,
42493859,45460604,18000.0,18000.0,18000.0, 36 months,11.53,593.83,B,B5,Registered Nurse,6 years,MORTGAGE,60000.0,Not Verified,Mar-2015,Late (16-30 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42493859,,debt_consolidation,Debt consolidation,238xx,VA,23.16,0.0,Jun-1994,1.0,40.0,,15.0,0.0,9740.0,73.2,41.0,w,14066.86,14066.86,5351.75,5351.75,3933.14,1388.92,29.69,0.0,0.0,Dec-2015,1218.0,Feb-2016,Jan-2016,0.0,50.0,1.0,INDIVIDUAL,,,,0.0,295.0,183370.0,,,,,,,,,,,,13300.0,,,
56140216,59802004,26325.0,26325.0,26325.0, 60 months,18.25,672.07,E,E1,Registrar and Database Admin,9 years,RENT,97000.0,Not Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56140216,,credit_card,Credit card refinancing,949xx,CA,19.03,0.0,Sep-1989,0.0,,,7.0,0.0,6225.0,11.2,30.0,w,24924.49,24924.49,3333.66,3333.66,1400.51,1933.15,0.0,0.0,0.0,Jan-2016,672.07,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,43850.0,,,,,,,,,,,,55800.0,,,
6707722,8310051,35000.0,35000.0,35000.0, 60 months,24.08,1008.51,F,F2,Capo Unified School District,7 years,MORTGAGE,98000.0,Verified,Aug-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6707722,,debt_consolidation,Debt Loan,926xx,CA,18.66,0.0,Aug-1998,2.0,,,16.0,0.0,39513.0,61.3,38.0,f,0.0,0.0,14740.81,14740.81,3346.21,6738.16,0.0,4656.44,46.5643999984,Jul-2014,1008.51,,Nov-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,81028.0,,,,,,,,,,,,108000.0,,,
5626110,7008368,1775.0,1775.0,1775.0, 36 months,17.77,63.97,D,D1,Larrys Supermarket,9 years,MORTGAGE,16000.0,Not Verified,Jun-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5626110,,debt_consolidation,roof,565xx,MN,27.38,0.0,Sep-2004,1.0,,,15.0,0.0,7139.0,66.1,36.0,w,0.0,0.0,2203.09,2203.09,1775.0,428.09,0.0,0.0,0.0,Mar-2015,923.69,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,38795.0,,,,,,,,,,,,10800.0,,,
62023007,66215729,35000.0,35000.0,35000.0, 36 months,13.33,1184.86,C,C3,Wardrobe and prop stylist,8 years,RENT,118000.0,Source Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62023007,,debt_consolidation,Debt consolidation,752xx,TX,26.19,0.0,Oct-2002,0.0,,,17.0,0.0,49034.0,71.4,31.0,w,33399.02,33399.02,2317.88,2317.88,1600.98,716.9,0.0,0.0,0.0,Jan-2016,1184.86,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,109564.0,,,,,,,,,,,,68700.0,,,
37958567,40721306,5000.0,5000.0,5000.0, 36 months,11.99,166.05,B,B5,ILS,5 years,RENT,14000.0,Not Verified,Jan-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=37958567,,debt_consolidation,Debt consolidation,900xx,CA,6.78,0.0,Jan-2003,0.0,28.0,,7.0,0.0,2446.0,38.2,19.0,f,0.0,0.0,5199.75,5199.75,5000.0,199.75,0.0,0.0,0.0,May-2015,4708.26,,Oct-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,13240.0,,,,,,,,,,,,6400.0,,,
57064578,60777300,20000.0,20000.0,20000.0, 60 months,8.18,407.26,B,B1,Asst. Vice President,10+ years,MORTGAGE,72704.0,Not Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57064578,,credit_card,Credit card refinancing,713xx,LA,27.52,0.0,Feb-1982,0.0,43.0,,11.0,0.0,22595.0,54.6,35.0,w,18626.77,18626.77,1999.94,1999.94,1373.23,626.71,0.0,0.0,0.0,Dec-2015,407.26,Feb-2016,Jan-2016,0.0,49.0,1.0,INDIVIDUAL,,,,0.0,0.0,99294.0,,,,,,,,,,,,31100.0,,,
6324868,7856959,20000.0,20000.0,20000.0, 36 months,6.03,608.72,A,A1,SEMINOLE PRESBYTERIAN CHURCH,9 years,MORTGAGE,95000.0,Verified,Jul-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6324868,,debt_consolidation,ELIMINATING CREDIT CARD DEBT,336xx,FL,15.31,0.0,Apr-1987,3.0,,,20.0,0.0,16631.0,18.7,40.0,f,0.0,0.0,21748.3712794,21748.37,20000.0,1748.37,0.0,0.0,0.0,Aug-2015,7141.05,,Sep-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,355721.0,,,,,,,,,,,,89080.0,,,
66465390,71191233,20000.0,20000.0,20000.0, 36 months,9.76,643.1,B,B3,Sales and Service,5 years,MORTGAGE,52000.0,Source Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66465390,,debt_consolidation,Debt consolidation,450xx,OH,17.33,1.0,May-2002,0.0,22.0,,5.0,0.0,16206.0,73.3,11.0,w,19519.57,19519.57,632.26,632.26,480.43,151.83,0.0,0.0,0.0,Jan-2016,643.1,Feb-2016,Jan-2016,0.0,22.0,1.0,INDIVIDUAL,,,,0.0,0.0,16206.0,,,,,,,,,,,,22100.0,,,
10150738,12002153,26000.0,26000.0,26000.0, 36 months,7.62,810.2,A,A3,Principal,10+ years,MORTGAGE,95000.0,Verified,Jan-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10150738,,debt_consolidation,Lastloan,294xx,SC,11.22,0.0,Mar-1991,0.0,,,8.0,0.0,42119.0,24.4,25.0,f,0.0,0.0,28380.9135004,28380.91,26000.0,2380.91,0.0,0.0,0.0,Jul-2015,14610.29,,Aug-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,84233.0,,,,,,,,,,,,118200.0,,,
65782788,70415535,19925.0,19925.0,19925.0, 36 months,12.05,662.28,C,C1,Dispatch Manager,5 years,RENT,98000.0,Not Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65782788,,debt_consolidation,Debt consolidation,117xx,NY,12.61,0.0,Jun-1999,0.0,,77.0,5.0,1.0,5691.0,63.2,15.0,w,18995.96,18995.96,1297.88,1297.88,929.04,368.84,0.0,0.0,0.0,Jan-2016,662.28,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,45867.0,,,,,,,,,,,,9000.0,,,
725651,920935,5600.0,5600.0,5600.0, 60 months,16.4,137.38,E,E1,Kendall Co. Sheriff,3 years,MORTGAGE,55000.0,Source Verified,Apr-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=725651,,debt_consolidation,Debt Consolidation,605xx,IL,13.94,1.0,May-2003,1.0,9.0,,8.0,0.0,5855.0,41.2,18.0,f,0.0,0.0,6955.31,6955.31,5600.0,1355.31,0.0,0.0,0.0,Dec-2012,4353.94,,Dec-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
61342029,65460834,25000.0,25000.0,25000.0, 60 months,10.99,543.44,B,B4,IT Trainer,3 years,RENT,95000.0,Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61342029,,debt_consolidation,Debt consolidation,076xx,NJ,16.44,0.0,Oct-1999,0.0,,,6.0,0.0,13479.0,62.7,17.0,f,24047.89,24047.89,1615.06,1615.06,952.11,662.95,0.0,0.0,0.0,Jan-2016,543.44,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,92573.0,,,,,,,,,,,,21500.0,,,
62266956,66463713,6500.0,6500.0,6500.0, 36 months,13.99,222.13,C,C4,nurse,10+ years,MORTGAGE,60000.0,Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62266956,,debt_consolidation,Debt consolidation,087xx,NJ,30.5,0.0,Jun-1988,1.0,,58.0,10.0,1.0,10985.0,88.6,20.0,w,6055.81,6055.81,656.29,656.29,444.19,212.1,0.0,0.0,0.0,Jan-2016,222.13,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,49623.0,,,,,,,,,,,,12400.0,,,
59129923,63017670,10000.0,10000.0,10000.0, 60 months,20.99,270.48,E,E5,Operator ,3 years,RENT,60000.0,Source Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59129923,,credit_card,Credit card refinancing,435xx,OH,19.46,0.0,Jul-2008,0.0,62.0,,13.0,0.0,5144.0,41.5,14.0,w,9607.6,9607.6,1070.26,1070.26,392.4,677.86,0.0,0.0,0.0,Jan-2016,270.48,Feb-2016,Jan-2016,0.0,62.0,1.0,INDIVIDUAL,,,,0.0,0.0,16984.0,,,,,,,,,,,,12400.0,,,
7445479,9107613,24000.0,24000.0,24000.0, 60 months,16.2,586.19,C,C4,KNOPF AUTOMOTIVE,10+ years,OWN,60000.0,Verified,Sep-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7445479,,debt_consolidation,CONSOLIDATION,181xx,PA,23.38,0.0,Jun-1997,0.0,,,12.0,0.0,29384.0,63.6,16.0,f,0.0,0.0,12309.84,12309.84,6316.83,5993.01,0.0,0.0,0.0,Jul-2015,586.19,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,35397.0,,,,,,,,,,,,46200.0,,,
8554779,10306917,12000.0,12000.0,12000.0, 36 months,13.67,408.22,B,B5,tech,8 years,MORTGAGE,65000.0,Not Verified,Nov-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8554779,  Borrower added on 10/24/13 > paying off credit card<br><br> Borrower added on 10/24/13 > Pay off credit card<br>,credit_card,tomorrow,750xx,TX,8.59,1.0,Oct-2001,2.0,20.0,,15.0,0.0,8509.0,51.9,34.0,f,3837.57,3837.57,10613.33,10613.33,8162.43,2450.9,0.0,0.0,0.0,Jan-2016,408.22,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,109595.0,,,,,,,,,,,,16400.0,,,
61502122,65620932,23000.0,23000.0,23000.0, 36 months,5.32,692.64,A,A1,Engineering tech,1 year,RENT,67000.0,Not Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61502122,,credit_card,Credit card refinancing,040xx,ME,15.15,0.0,Oct-1999,0.0,,,4.0,0.0,21407.0,65.1,14.0,w,21220.12,21220.12,2047.32,2047.32,1779.88,267.44,0.0,0.0,0.0,Jan-2016,692.64,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,42843.0,,,,,,,,,,,,32900.0,,,
